,beneficiario,destino,exercicio,motivo,nEmpenho,periodo,situacaoEmpenho,unidadeOrcamentaria,valorTotalDiario
236,MARCIA DIAS SOARES,BRASILIA-DF,2014,"PAGAMENTO DE DUAS DIARIAS POR OCASIAO DE SUA VIAGEM A BRASILIA, PARA PARTICIPAR DA OFICINA DE TRABALHO SOBRE O PAPEL DA SUPERVISAO EM PROGRAMAS DE VISITAS DOMICILIARES PARA PROMOCAO DO DESENVOLVIMENTO NA PRIMEIRA INFANCIA (DPI), CONFORME ATO NO 672 2014. ",0519,28/10/2014 a 29/10/2014,Pago,11.101-GABINETE DO PREFEITO,"960,00"
237,JOAO FERNANDO DE ABREU MENESCAL,RIO DE JANEIRO-RJ,2014,ACOMPANHAR O SECRETARIO MUNICIPAL DE INFRAESTRUTURASR.SAMUEL DIAS E PARTICIPAR DE REUNIAO DE ATUALIZACAO DO PROJETO DE FINANCIAMENTO DO BNDS PARA CORREDOR 3 - TRANSFOR E OBRA DE DRENAGEM DO PROGRAMA DRENURB NO DIA 25 03 2014.                              ,0383,24/03/2014 a 25/03/2014,Pago,27.101-SECRETARIA MUNICIPAL DE INFRAESTRUTURA,"1.100,00"
238,JOSE ROBERTO DE RESENDE,BRASILIA-DF,2014,PARTICIPAR DE REUNIAO NO MINISTERIO DAS CIDADES SOBRE CAPITACAO DE RECURSOS PARA PROJETOS DA BEIRA MAR                                                                                                                                                         ,0430,08/04/2014 a 09/04/2014,Pago,27.101-SECRETARIA MUNICIPAL DE INFRAESTRUTURA,"1.100,00"
239,SAMUEL ANTONIO SILVA DIAS,BRASILIA-DF,2014,PARTICIPAR DE REUNIAO NO MINISTERIO DAS CIDADES SOBRE CAPITACAO DE RECURSOS PARA PROJETOS DA BEIRA MAR                                                                                                                                                         ,0431,08/04/2014 a 09/04/2014,Pago,27.101-SECRETARIA MUNICIPAL DE INFRAESTRUTURA,"1.100,00"
240,MAGDA HELENA DE ARAUJO MAIA,"ALMADA, COPENHAGEN, HANNOVER-",2014,PARTICIPAR DE VISITA TECNICA DENOMINADA SOLUCOES DEBAIXO CARBONO NA EUROPA DO PROJETO URBAN-LEDS DOICLEI.                                                                                                                                                      ,0109,04/04/2014 a 11/04/2014,Pago,28.101-SECRETARIA MUNICIPAL DE URBANISMO E MEIO AMBIENTE,"524,96"
241,ANTONIO WIGOR FLORENCIO DA SILVA,"ALMADA, COPENHAGEN, HANNOVER-",2014,PARTICIPAR DE VISITA TECNICA DENOMINADA SOLUCOES DEBAIXO CARBONO NA EUROPA DO PROJETO URBAN-LEDS DOICLEI.                                                                                                                                                      ,0110,04/04/2014 a 11/04/2014,Pago,28.101-SECRETARIA MUNICIPAL DE URBANISMO E MEIO AMBIENTE,"524,96"
242,BRUNO ALVES BATISTA FALCAO,SAO PAULO-SP,2014,PARTICIPAR DA VISITA AO ESTADIO PACAEMBU E MORUMBIESEMINARIO DA FIFA.                                                                                                                                                                                          ,0092,12/03/2014 a 15/03/2014,Pago,29.101-SECRETARIA MUNICIPAL DE ESPORTE E LAZER,"1.800,00"
243,REINALDO RIGAUD SALMITO,BRASILIA-DF,2014,PARTICIPAR DE REUNIAO COM O DIRETOR DO BANCO DE DE-SENVOLVIMENTO DA AMERICA LATINA - CAF NA CIDADE DEBRASILIA-DF                                                                                                                                               ,0154,25/03/2014 a 27/03/2014,Pago,30.101-SECRETARIA MUNICIPAL DE TURISMO DE FORTALEZA,"1.650,00"
244,CLAUDIO RICARDO GOMES DE LIMA,BRASILIA-DF,2014,"PARTICIPAR DO II ENCONTRO DO PROGRAMA BPC TRABALHO,COM OBJETIVO DE ESCLARECER E ORIENTAR OS GESTORES  TECNICOS DAS SECRETARIAS DE ASSISTENCIA SOCIAL.                                                                                                          ",0108,23/03/2014 a 25/03/2014,Pago,"31.101-SECRETARIA MUNICIPAL DE TRABALHO, DESENVOLVIMENTO SOCIAL E COMBATE A FOME","1.650,00"
245,FRANCISCO THAUZER COELHO FONTELES,SAOPAULO-,2014,"PARTICIPAR DO XIII FEIRA REATECH-FEIRA INTERNACIONAL DE REABILITACAO, INCLUSAO, ACESSIBILIDADE E ESPORTE ADAPTADO                                                                                                                                              ",0171,09/04/2014 a 13/04/2014,Pago,35.101-SECRETARIA MUNICIPAL DE CIDADANIA E DIREITOS HUMANOS,"2.400,00"
246,LIDIANA GOMES DE OLIVEIRA,PORTO ALEGRE-RS,2014,"COM O OBJETIVO DE PARTICIPAR DA FORMACAO DO PROGRAMA DE CORRECAO DE FLUXO ESCOLAR NA ALFABETIZACAO, NOS DIAS 04 04 2014 A 06 04 2014.                                                                                                                          ",2211,04/04/2014 a 07/04/2014,Pago,24.901-FUNDO MUNICIPAL DE EDUCACAO,"1.800,00"
247,MARCIA LUCE BARROS AIRES,BRASILIA-DF,2014,PARTICIPAR DA OFICINA DE CAPACITACAO INSTRUMENTO DE MONITORAMENTO E ACOMPANHAMENTO DA POLITICA DE ATENCAO INTEGRAL A SAUDE DA MULHER                                                                                                                           ,0678,29/10/2014 a 31/10/2014,Pago,35.101-SECRETARIA MUNICIPAL DE CIDADANIA E DIREITOS HUMANOS,"1.440,00"
248,MEIRELUCE ROCHA CAVALCANTE,PORTO ALEGRE-RS,2014,"COM O OBJETIVO DE PARTICIPAR DA FORMACAO DO PROGRAMA DE CORRECAO DE FLUXO ESCOLAR NA ALFABETIZACAO, NOS DIAS 04 04 2014 A 06 04 2014.                                                                                                                          ",2212,04/04/2014 a 07/04/2014,Pago,24.901-FUNDO MUNICIPAL DE EDUCACAO,"1.800,00"
249,DAVID GABRIEL FERREIRA DUARTE,PORTO ALEGRE-RS,2014,"PARTICIPAR DO SEMINARIO SISTEMA DE REGIRTRO DE PRE-CO PARA COMPRAS E SERVICOS - COMO PLANEJAR, JULGARA LICITACAO E GERIR A ATA E O CONTRATO.                                                                                                                   ",2282,28/04/2014 a 30/04/2014,Anulado,24.901-FUNDO MUNICIPAL DE EDUCACAO,"1.440,00"
250,DAVID GABRIEL FERREIRA DUARTE,BRASILIA-DF,2014,PARTICIPAR DO SEMINARIO  DISPENSA E INEXIGIBILIDADEDE LICITACAO - COMO FORMALIZAR O PROCEDIMENTO E GE-RIR OS CONTRATOS DECORRENTES DE CONTRATACAO DIRETANOS DIAS 06 05 2014 E 07 05 2014.                                                                      ,2400,06/05/2014 a 08/05/2014,Pago,24.901-FUNDO MUNICIPAL DE EDUCACAO,"1.440,00"
251,DAVID GABRIEL FERREIRA DUARTE,PORTO ALEGRE-RS,2014,"PARTICIPAR DO SEMINARIO  SISTEMA DE REGISTRO DE PRECOS PARA COMPRAS E SERVICOS - COMO PLANEJAR,JULGARA LICITACAO E GERIR A ATA E O CONTRATO NOS DIAS28 04 2014 E 29 04 2014.                                                                                   ",2402,28/04/2014 a 30/04/2014,Pago,24.901-FUNDO MUNICIPAL DE EDUCACAO,"1.440,00"
252,CIRCE JANE TELES DA PONTE,BRASILIA-DF,2014,"PARTICIPAR DE REUNIAO, EM BRASILIA, NO DIA 25 DE MARCO DE 2014, SOBRE PROTECAO AO CONSUMIDOR TURISTA NA COPA 2014                                                                                                                                              ",0055,24/03/2014 a 25/03/2014,Pago,52.101-SECRETARIA MUNICIPAL EXTRAORDINARIA DA COPA 2014,"960,00"
253,SELMA ANTUNES NUNES DINIZ,MANAUS-AM,2014,"PARTICIPAR DA XIV REUNIAO DA CAMARA TEMATICA DA SAUDE SOBRE O PROJETO COPA 2014, NA CIDADE DE MANAUS,NOS DIAS 19 A 21 DE MARCO DE 2014.                                                                                                                        ",0056,19/03/2014 a 22/03/2014,Pago,52.101-SECRETARIA MUNICIPAL EXTRAORDINARIA DA COPA 2014,"1.800,00"
254,CALINA BARROS DE OLIVEIRA BERTINI,BRASILIA-DF,2014,"PARTICIPAR DE REUNIAO SOBRE AS OBRAS DA COPA X PLANO DE MOBILIDADE DA COPA 2014, NA CIDADE DE BRASILIANO DIA 17 DE MARCO DE 2014.                                                                                                                              ",0057,17/03/2014 a 18/03/2014,Pago,52.101-SECRETARIA MUNICIPAL EXTRAORDINARIA DA COPA 2014,"960,00"
255,ANTONIO CARLOS MOURAO MELO,CURITIBA-PR,2014,"PARA ANTONIO CARLOS MOURAO MELO, DIRETORADMINISTRATIVO DO IPM, PARA PARTICIPAR DO WORKSHOP- PERSPECTIVAS DA CONTABILIDADE DOS RPPS, NODIA 27 03 14, EM CURITIVA-PR.                                                                                            ",0206,26/03/2014 a 27/03/2014,Pago,18.202-INSTITUTO DE PREVIDENCIA DO MUNICIPIO - PREVFOR,"960,00"
256,TANIA DE FATIMA GURGEL NOBRE,BRASILIA-DF,2014,PARTICIPAR DO 8 ENCONTRO NACIONAL DE AGENDA DE CONVERGENCIA E DOS COMITES LOCAIS PARA PROTECAO INTEGRAL DOS DIREITOS DAS CRIANCAS E ADOLESCENTE                                                                                                                ,0103,14/04/2014 a 16/04/2014,Pago,35.201-FUNDACAO DA CRIANCA E DA FAMILIA CIDADA,"1.440,00"
257,TANIA DE FATIMA GURGEL NOBRE,BRASILIA-DF,2014,PARTICIPAR DO 6 E3CONTRO COM OS 12 COSOELHOS DE DIREITOS DA CRIANCAS E ADOLESCENTE E 7 ECONTRO NACIONAL NACIONAL DA AGENDA DE CONVERGENCIA E DOS COMITESLOCAIS PARA PROTECAO INTEGRAL DOS DIREITOS DA CRIANCAS E DO ADOLESCENTE                                ,0092,09/03/2014 a 11/03/2014,Pago,35.201-FUNDACAO DA CRIANCA E DA FAMILIA CIDADA,"1.650,00"
258,FRANCISCO ASSUNCAO E SILVA,BRASILIA-DF,2014,PARTICIPAR DA REUNIAO NA SECRETARIA DO TESOURO NACIONAL NO DIA 14 10 2014 EM BRASILIA.                                                                                                                                                                         ,1059,13/10/2014 a 14/10/2014,Pago,23.101-SECRETARIA MUNICIPAL DE FINANCAS,"1.100,00"
259,MARCIA VIANA BESSA NOGUEIRA,BRASILIA-DF,2014,PARTICIPAR DA IV MOSTRA NACIONAL DE EXPERIENCIA EMATENCAO BASICA SAUDE DA FAMILIA.ATO N.139 2014OFICION.470 2014PROC N.P139833 2014                                                                                                                            ,3699,14/03/2014 a 15/03/2014,Pago,25.901-FUNDO MUNICIPAL DE SAUDE - ADMINISTRACAO GERAL,"560,00"
260,FELIPE DOS SANTOS DIAS SOARES,BELO HORIZONTE-RN,2014,PARTICIPAR DA CAPACITACAO NO TEMA DE QNRN PARA OSPROFISSIONAIS DOS NEPS DOS SAMU                                                                                                                                                                               ,3791,03/02/2014 a 08/02/2014,Pago,25.901-FUNDO MUNICIPAL DE SAUDE - ADMINISTRACAO GERAL,"2.100,00"
261,KARLA DO NASCIMENTO MAGALHAES,MINAS GERAIS-,2014,PARTICIPAR DO I CONGRESSO INTERNACIONAL SOBREA SEGURANCA DO PACIENTE E V FORUM INTERNACIONALSOBRE SEGURANCA DO PACIENTE-ERROS DE MEDICACAO.                                                                                                                    ,4095,10/04/2014 a 13/04/2014,Pago,25.901-FUNDO MUNICIPAL DE SAUDE - ADMINISTRACAO GERAL,"1.120,00"
262,OLINDA MARIA DOS SANTOS,BRASILIA-DF,2014,ACOMPANHAR O PREFEITO E FAZER VISITA AO M.CIDADESPARA TRATAR ASSUNTOS RELACIONADOS AO PAC.                                                                                                                                                                     ,0130,13/03/2014 a 14/03/2014,Pago,11.203-FUNDACAO DE DESENVOLVIMENTO HABITACIONAL DE FORTALEZA,"1.400,00"
263,EDSON DE OLIVEIRA,MARACANAU-CE,2014,REALIZACAO DE VIAGEM AO INTERIOR DO ESTADO PARA REALIZACAO DE FISCALIZACAO EM PRODUTOS COM CONFORMIDADE AVALIADA.                                                                                                                                              ,0138,24/03/2014 a 24/03/2014,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS DE FORTALEZA,"176,18"
264,EXPEDITO CARNEIRO DO NASCIMENTO,UBAJARA-CE,2014,FISCALIZACOES E VERIFICACOES EM INSTRUMENTOS DE MEDICAO                                                                                                                                                                                                        ,0139,07/04/2014 a 10/04/2014,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS DE FORTALEZA,"704,72"
265,RAIMUNDO NONATO LIMA DOS SANTOS,UBAJARA-CE,2014,FISCALIZACOES E VERIFICACOES EM INSTRUMENTOS DE MEDICAO                                                                                                                                                                                                        ,0140,10/03/2014 a 21/03/2014,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS DE FORTALEZA,"2.114,16"
266,RAIMUNDO NONATO LIMA DOS SANTOS,UBAJARA-CE,2014,FISCALIZACOES E VERIFICACOES EM INSTRUMENTOS DE MEDICAO                                                                                                                                                                                                        ,0141,24/03/2014 a 04/04/2014,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS DE FORTALEZA,"2.114,16"
267,RAIMUNDO NONATO LIMA DOS SANTOS,VICOSA DO CEARA-CE,2014,FISCALIZACOES E VERIFICACOES EM INSTRUMENTOS DE MEDICAO                                                                                                                                                                                                        ,0142,07/04/2014 a 10/04/2014,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS DE FORTALEZA,"704,72"
268,JOSE NAIRTON MACEDO COSTA,CEDRO-PR,2014,REALIZAR FISCALIZACOES E VERIFICACOES EM INSTRUMENTOS DE MEDICAO.                                                                                                                                                                                              ,0143,10/02/2014 a 21/02/2014,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS DE FORTALEZA,"2.114,16"
269,FRANCISCO CRISTIANO FERRER,BRASILIA-DF,2014,REPRESENTAR O CEARA COMO DELEGADO DO SEGMENTO PODER PUBLICO II CONFERENCIA NACIONAL DE PROTECAO E DEFESA CIVIL                                                                                                                                                 ,0425,03/11/2014 a 07/11/2014,Pago,17.102-GUARDA MUNICIPAL DE FORTALEZA,"2.400,00"
270,FRANCISCO FERREIRA DA SILVA,GENERAL SAMPAIO-CE,2014,FISCALIZACOES E VERICACOES EM INSTRUMENTOS DE MEDICAO                                                                                                                                                                                                          ,0144,10/03/2014 a 21/03/2014,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS DE FORTALEZA,"2.114,16"
271,FRANCISCO FERREIRA DA SILVA,IRAUCUBA-CE,2014,FISCALIZACOES E VERICACOES EM INSTRUMENTOS DE MEDICAO                                                                                                                                                                                                          ,0145,24/03/2014 a 04/04/2014,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS DE FORTALEZA,"2.114,16"
272,FRANCISCO FERREIRA DA SILVA,ITAPAJE-CE,2014,FISCALIZACOES E VERICACOES EM INSTRUMENTOS DE MEDICAO                                                                                                                                                                                                          ,0146,07/04/2014 a 15/04/2014,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS DE FORTALEZA,"1.585,62"
273,FERNANDO ROSSAS FREIRE,ARARIPE-CE,2014,FISCALIZACOES E VERIFICACOES EM INSTRUMENTOS DE MEDICAO NO MUNICIPIO DE ANTONINA DO NORTE                                                                                                                                                                      ,0199,01/04/2014 a 11/04/2014,Anulado,19.203-INSTITUTO DE PESOS E MEDIDAS DE FORTALEZA,"1.937,98"
274,FERNANDO ROSSAS FREIRE,CAMPOS SALES-CE,2014,PAGAMENTO PARA O CUSTEIO DE DESPESAS DE DIARIAS TECNICAS PARA REALIZAR FISCALIZACOES E VERIFICACOES MINSTRUMENTOS DE MEDICAO                                                                                                                                   ,0200,05/05/2014 a 16/05/2014,Anulado,19.203-INSTITUTO DE PESOS E MEDIDAS DE FORTALEZA,"2.114,16"
275,EDUARDO COSTA GOMES,ANTONINA DO NORTE-CE,2014,PAGAMENTO PARA O CUSTEIO DE DIARIAS TECNICAS                                                                                                                                                                                                                   ,0201,17/03/2014 a 28/03/2014,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS DE FORTALEZA,"2.114,16"
